"","X","Property.Name","Price","House.Type","Area.in.sq.ft","No..of.Bedrooms","No..of.Bathrooms","No..of.Receptions","Location","City.County","Postal.Code"
"2146",2145,"Poppyfield House",633600,"Flat / Apartment",767,2,2,2,"Copperwood Place","London","SE10 8GD"
"2147",2146,"Thornhill Road",3520000,"House",2479,4,4,4," Islington","London","N1 1JT"
"2148",2147,"Mare Street",2144000,"House",2110,4,4,4,"Hackney","London","E8 1HE"
"2149",2148,"Asquith House",2041600,"Flat / Apartment",1316,3,3,3," Westminster","London","SW1P 2AR"
"2150",2149,"Boydell Court",1785600,"Flat / Apartment",1171,3,3,3,"St. Johns Wood Park","London","NW8 6NJ"
"2151",2150,"The Galleries",4217600,"Flat / Apartment",2435,4,4,4,"9 Abbey Road","London","NW8 9AQ"
"2152",2151,"Fleur De Lis Street",1024000,"Flat / Apartment",857,1,1,1,"Spitalfields","London","E1 6BP"
"2153",2152,"Chester Row",4224000,"House",1669,3,3,3,"Belgravia","London","SW1W 8JP"
"2154",2153,"Queens Road",8e+05,"Flat / Apartment",729,2,2,2,"Richmond","Surrey","TW10 6JW"
"2155",2154,"Oak Lodge Avenue",1280000,"House",2232,5,5,5,"Chigwell","Essex","IG7 5JA"
"2156",2155,"Eden Close",2880000,"House",1735,3,3,3,"","London","W8 6UW"
"2157",2156,"Gillespie Road",704000,"Flat / Apartment",585,1,1,1,"Highbury","London","N5 1LN"
"2158",2157,"Wood Lane",4160000,"House",2813,5,5,5,"Highgate","London","N6 5UB"
"2159",2158,"Perrymead Street",3827200,"House",3175,6,6,6," Fulham","London","SW6 3SN"
"2160",2159,"Spice Court",608000,"Flat / Apartment",566,1,1,1,"Asher Way","London","E1W 2JD"
"2161",2160,"Victoria Wharf",960000,"Flat / Apartment",885,2,2,2," Limehouse","London","E14 8DD"
"2162",2161,"Askew Mansions",864000,"Flat / Apartment",858,3,3,3,"","London","W12 9DA"
"2163",2162,"Castelnau Gardens",1216000,"Flat / Apartment",1016,2,2,2,"Barnes","London","SW13 8DU"
"2164",2163,"Garratt Lane",576000,"Flat / Apartment",495,1,1,1,"Wandsworth","London","SW18 4SW"
"2165",2164,"Castle Road",1920000,"House",5587,7,7,7," Coulsdon","Surrey","CR5 3NS"
"2166",2165,"King Henrys Road",2880000,"Flat / Apartment",1547,3,3,3,"Primrose Hill","London","NW3 3RP"
"2167",2166,"Cole Park Road",2937600,"House",3823,6,6,6,"","Twickenham","TW1 1HT"
"2168",2167,"Montpelier Mews",3424000,"House",1087,3,3,3,"","London","SW7 1HB"
"2169",2168,"Sheen Common Drive",4672000,"House",4135,5,5,5,"Richmond","Surrey","TW10 5BN"
"2170",2169,"Hillview",1600000,"Flat / Apartment",943,2,2,2,"2-4 Primrose Hill Road","London","NW3 3AX"
"2171",2170,"Sandown House",832000,"Flat / Apartment",1031,2,2,2," Esher","Surrey","KT10 9SL"
"2172",2171,"Drake House",1088000,"Flat / Apartment",861,2,2,2," Vauxhall","London","SW8 2LR"
"2173",2172,"West India Quay",1280000,"Flat / Apartment",1514,2,2,2," Canary Wharf","London","E14 4EF"
"2174",2173,"Bartholomew Villas",1056000,"Flat / Apartment",687,2,2,2,"Kentish Town","London","NW5 2LL"
"2175",2174,"Distillery Wharf",1344000,"Flat / Apartment",1091,2,2,2," Regatta Lane","London","W6 9BF"
"2176",2175,"Great North Road",3040000,"House",3116,6,6,6,"Highgate","London","N6 4LU"
"2177",2176,"Parkfields",3776000,"House",3235,6,6,6,"Putney","London","SW15 6NH"
"2178",2177,"Montevetro",2041600,"Flat / Apartment",1219,2,2,2," Battersea","London","SW11 3YL"
"2179",2178,"St. John's Wood Terrace",4800000,"House",2243,5,5,5,"St John's Wood","London","NW8 6JL"
"2180",2179,"Birchside Apartments",704000,"Flat / Apartment",599,1,1,1," Queens Park","London","NW6 5FS"
"2181",2180,"Alaska Apartments",755200,"Flat / Apartment",1048,2,2,2," Royal Docks","London","E16 1BW"
"2182",2181,"Newton Street",1661440,"New development",591,1,1,1,"Covent Garden","London","WC2B 5EL"
"2183",2182,"Eaton Terrace",9088000,"House",2908,5,5,5,"Belgravia","London","SW1W 8TW"
"2184",2183,"Hardwicks Square",576000,"Flat / Apartment",572,1,1,1,"Wandsworth","London","SW18 4AG"
"2185",2184,"Union Wharf",2297600,"House",1842,3,3,3," Islington","London","N1 7BL"
"2186",2185,"Kingsland Road",480000,"Flat / Apartment",450,1,1,1,"","London","E2 8AS"
"2187",2186,"Globe House",844800,"Flat / Apartment",929,2,2,2," Canary Wharf","London","E14 0LU"
"2188",2187,"Wadham Gardens",10176000,"Flat / Apartment",4168,4,4,4,"Primrose Hill","London","NW3 3DN"
"2189",2188,"Dunraven Road",992000,"Flat / Apartment",858,2,2,2,"","London","W12 7QY"
"2190",2189,"Chronicle Tower",1273600,"Flat / Apartment",875,2,2,2," Shoreditch","London","EC1V 1AL"
"2191",2190,"Lillian Road",1728000,"House",1520,3,3,3,"Barnes","London","SW13 9JF"
"2192",2191,"Polworth Road",684800,"Flat / Apartment",887,3,3,3,"","London","SW16 2EU"
"2193",2192,"Marylands Road",492800,"Flat / Apartment",344,1,1,1,"","London","W9 2DU"
"2194",2193,"Earl's Court Square",1529600,"Flat / Apartment",723,2,2,2,"","London","SW5 9DQ"
"2195",2194,"Castle Court, Putney Wharf",1529600,"Penthouse",1260,3,3,3," Putney","London","SW15 2JJ"
"2196",2195,"Weymouth Mews",2016000,"Flat / Apartment",979,2,2,2,"Marylebone","London","W1G 7EG"
"2197",2196,"Montpelier Mews",4736000,"House",2381,4,4,4,"","London","SW7 1HB"
"2198",2197,"Bartholomew Road",704000,"Flat / Apartment",474,1,1,1,"Kentish Town","London","NW5 2AS"
"2199",2198,"Downshire Hill",5440000,"House",2402,3,3,3,"Hampstead","London","NW3 1NT"
"2200",2199,"Meadvale Road",1664000,"House",1668,4,4,4,"","London","W5 1LT"
"2201",2200,"Earl's Court Square",8e+05,"Flat / Apartment",491,1,1,1,"","London","SW5 9DN"
"2202",2201,"Stylus House",569600,"Flat / Apartment",667,2,2,2,"Devonport Street","London","E1 0EG"
"2203",2202,"Balham Hill",857600,"Flat / Apartment",743,2,2,2,"","London","SW12 9EA"
"2204",2203,"Fernside Road",1772800,"House",1837,4,4,4,"","London","SW12 8LL"
"2205",2204,"Englewood Road",2112000,"House",2305,5,5,5,"","London","SW12 9PA"
"2206",2205,"Hightrees House",8e+05,"Flat / Apartment",768,2,2,2,"Nightingale Lane","London","SW12 8AH"
"2207",2206,"St John Street",1273600,"Flat / Apartment",800,2,2,2,"Clerkenwell","London","EC1M 4DT"
"2208",2207,"Dale Street",595200,"Flat / Apartment",594,1,1,1,"Chiswick","London","W4 2BZ"
"2209",2208,"Handel Mansions",1664000,"Flat / Apartment",1299,2,2,2," Barnes","London","SW13 8AH"
"2210",2209,"Ormiston Grove",2560000,"House",3165,5,5,5,"","London","W12 0JR"
"2211",2210,"The Heights",1376000,"Flat / Apartment",1138,2,2,2," Hampstead","London","NW3 6XS"
"2212",2211,"Henderson Road",6400000,"House",4980,6,6,6,"","London","SW18 3RR"
"2213",2212,"Victoria Rise",2240000,"New development",2431,4,4,4,"Hilgrove Road","London","NW6 4TH"
"2214",2213,"Bridge Lane",2368000,"House",1679,3,3,3,"","London","SW11 3AD"
"2215",2214,"Dunbar Wharf",1152000,"Flat / Apartment",1054,2,2,2," Limehouse","London","E14 8BB"
"2216",2215,"Peninsula Heights",6137600,"Flat / Apartment",3943,5,5,5," Vauxhall","London","SE1 7TY"
"2217",2216,"Pissarro House",768000,"Flat / Apartment",568,1,1,1,"Augustas Lane","London","N1 1QT"
"2218",2217,"Old York Road",851200,"Flat / Apartment",956,2,2,2,"","London","SW18 1SS"
"2219",2218,"Brodrick Road",2112000,"House",2335,3,3,3,"Wandsworth","London","SW17 7DX"
"2220",2219,"Southmont Road",1279936,"House",2249,5,5,5,"Esher","Surrey","KT10 9BG"
"2221",2220,"Victoria Road",2880000,"House",2030,6,6,6,"","London","NW6 6TD"
"2222",2221,"Grosvenor Avenue",1593600,"House",1773,4,4,4,"","London","SW14 8BX"
"2223",2222,"Cadogan Terrace",556800,"Flat / Apartment",510,1,1,1,"Hackney","London","E9 5EL"
"2224",2223,"Pleydell Avenue",2560000,"House",2315,5,5,5,"","London","W6 0XX"
"2225",2224,"Churston Mansions",896000,"Penthouse",623,2,2,2,"176 Gray's Inn Road","London","WC1X 8ER"
"2226",2225,"Harland House",934400,"New development",801,2,2,2,"30-34 Woodfield Place","London","W9 2BJ"
"2227",2226,"Marchbank House",672000,"Flat / Apartment",1239,2,2,2," Northwood","Middlesex","HA6 2SG"
"2228",2227,"Marylebone High Street",9280000,"New development",1991,3,3,3,"Marylebone","London","W1U 4PY"
"2229",2228,"Manville Road",3705600,"House",4503,7,7,7,"","London","SW17 8JL"
"2230",2229,"Chesterfield House",3648000,"Flat / Apartment",1275,3,3,3," Mayfair","London","W1J 5JX"
"2231",2230,"Cambridge Road",767936,"Flat / Apartment",710,2,2,2,"","London","SW11 4RR"
"2232",2231,"Wesley Street",6720000,"House",3092,5,5,5,"Marylebone","London","W1G 8PT"
"2233",2232,"Hugero Point",768000,"Flat / Apartment",869,2,2,2," Greenwich","London","SE10 0GS"
"2234",2233,"Abbeville Road",3008000,"House",3071,5,5,5,"","London","SW4 9JL"
"2235",2234,"Cromford Road",1151936,"Flat / Apartment",1195,2,2,2,"Putney","London","SW18 1PA"
"2236",2235,"Islington Green",857600,"Flat / Apartment",662,1,1,1,"","London","N1 2XA"
"2237",2236,"Buckingham Court",1504000,"Flat / Apartment",776,2,2,2," Notting Hill","London","W11 3BP"
"2238",2237,"Bramfield Road",1984000,"House",1953,4,4,4,"","London","SW11 6PZ"
"2239",2238,"Honeywell Road",2553600,"House",2116,5,5,5,"","London","SW11 6EQ"
"2240",2239,"Cadogan Place",2496000,"Flat / Apartment",809,2,2,2,"","London","SW1X 9RU"
"2241",2240,"Dorset Court",928000,"Duplex",940,3,3,3,"Hertford Road","London","N1 4SD"
"2242",2241,"Priory Road",2880000,"House",2293,4,4,4,"South Hampstead","London","NW6 4NN"
"2243",2242,"Adelphi Court",512000,"Flat / Apartment",708,2,2,2,"Chiswick","London","W4 4QF"
"2244",2243,"Old Chesterton Building",1120000,"Flat / Apartment",1141,2,2,2,"","110 Battersea Park Road","SW11 4LZ"
"2245",2244,"Albert Bridge Road",1920000,"Flat / Apartment",1186,3,3,3,"","London","SW11 4PY"
"2246",2245,"Brodrick Road",2752000,"House",2598,5,5,5," Wandsworth","London","SW17 7DX"
"2247",2246,"Stillingfleet Road",1145600,"House",1133,3,3,3,"Barnes","London","SW13 9AG"
"2248",2247,"Bute Gardens",2784000,"House",2243,4,4,4,"","London","W6 7DS"
"2249",2248,"Manchuria Road",2240000,"House",2012,5,5,5,"","London","SW11 6AF"
"2250",2249,"Pembridge Crescent",10880000,"Flat / Apartment",3493,4,4,4,"","London","W11 3DS"
"2251",2250,"Cato Street",3200000,"House",1888,3,3,3,"Marylebone","London","W1H 5JH"
"2252",2251,"St. Alphonsus Road",1184000,"House",760,2,2,2,"","London","SW4 7BW"
"2253",2252,"Sugar House",704000,"Flat / Apartment",481,1,1,1,"99 Leman Street","London","E1 8GH"
"2254",2253,"Boatman's Court",1126336,"New development",1048,2,2,2," Putney","London","SW15 1PP"
"2255",2254,"Airedale Avenue",2944000,"House",2526,5,5,5,"Chiswick","London","W4 2NN"
"2256",2255,"Millennium House",832000,"Flat / Apartment",664,2,2,2," Putney","London","SW15 2DN"
"2257",2256,"Alacia Court",768000,"New development",813,2,2,2,"Palmerston Road","London","W3 8GJ"
"2258",2257,"Quebec Wharf",992000,"Flat / Apartment",941,1,1,1,"315 Kingsland Road","London","E8 4DJ"
"2259",2258,"Cumberland Terrace",9280000,"Flat / Apartment",2248,4,4,4,"Regent's Park","London","NW1 4HP"
"2260",2259,"Winsham Grove",1216000,"Flat / Apartment",1160,3,3,3,"","London","SW11 6NE"
"2261",2260,"Alderbrook Road",2112000,"House",2434,5,5,5,"","London","SW12 8AF"
"2262",2261,"Ellington Street",1280000,"Flat / Apartment",909,2,2,2,"","London","N7 8PL"
"2263",2262,"Mayford Road",1248000,"Flat / Apartment",1281,2,2,2,"","London","SW12 8RZ"
"2264",2263,"Compass House",864000,"Flat / Apartment",1097,2,2,2,"Smugglers Way","London","SW18 1DB"
"2265",2264,"Palace Place",4473600,"Flat / Apartment",2176,3,3,3,"","London","SW1E 5BJ"
"2266",2265,"Heathview Court",448000,"Flat / Apartment",507,1,1,1,"70 Parkside","London","SW19 5NL"
"2267",2266,"Hills Lane",1126400,"House",1573,3,3,3,"Northwood","Middlesex","HA6 2QL"
"2268",2267,"Leinster Square",1600000,"Flat / Apartment",763,1,1,1,"Bayswater","London","W2 4NQ"
"2269",2268,"Wallace Road",1024000,"Flat / Apartment",1022,2,2,2,"Canonbury","London","N1 2PQ"
"2270",2269,"Malvern Road",940800,"Flat / Apartment",747,2,2,2,"Hackney","London","E8 3LJ"
"2271",2270,"Redfield Lane",2553600,"New development",1495,4,4,4,"","London","SW5 0RQ"
"2272",2271,"Emmanuel Road",1728000,"House",2355,5,5,5,"","London","SW12 0HR"
"2273",2272,"Rossiter Road",1273600,"House",1255,4,4,4,"","London","SW12 9RY"
"2274",2273,"Streathbourne Road",2560000,"House",2680,6,6,6,"","London","SW17 8RA"
"2275",2274,"Rydal Road",960000,"Flat / Apartment",1019,2,2,2,"","London","SW16 1QF"
"2276",2275,"Ontario Tower",1856000,"Flat / Apartment",1849,2,2,2,"4 Fairmont Avenue","London","E14 9JD"
"2277",2276,"South Quay  Plaza",1664000,"New development",1203,3,3,3,"Canary Wharf","London","E14 9SH"
"2278",2277,"Hammersmith Grove",1024000,"Flat / Apartment",833,2,2,2,"","London","W6 0NJ"
"2279",2278,"Rivermead",1408000,"House",1822,4,4,4,"East Molesey","Surrey","KT8 9AZ"
"2280",2279,"Ashley Park Avenue",3577600,"House",4704,4,4,4,"Walton-on-Thames","Surrey","KT12 1ET"
"2281",2280,"Grafton Square",2560000,"House",2226,4,4,4,"","London","SW4 0DB"
"2282",2281,"Cambridge Heath Road",460800,"Flat / Apartment",411,1,1,1,"Bethnal Green","London","E2 9RA"
"2283",2282,"Octavia House",1216000,"Flat / Apartment",970,2,2,2," Fulham","London","SW6 2FJ"
"2284",2283,"King Edward House",1056000,"Flat / Apartment",1819,3,3,3,"King Edward Place","Bushey","WD23 2RG"
"2285",2284,"Grosvenor Square",3776000,"Flat / Apartment",840,2,2,2,"Mayfair","London","W1K 6LD"
"2286",2285,"Hosack Road",1536000,"House",1572,3,3,3,"","London","SW17 7QP"
"2287",2286,"Fulham Road",19200000,"New development",6333,4,4,4,"","London","SW10 9UZ"
"2288",2287,"Worple Road",1216000,"Penthouse",1255,2,2,2,"","London","SW19 4BJ"
"2289",2288,"Hereford Road",1913600,"Flat / Apartment",939,2,2,2,"","London","W2 4TQ"
"2290",2289,"Cumberland Street",3520000,"House",2738,5,5,5,"","London","SW1V 4LZ"
"2291",2290,"Manfred Court",787200,"Flat / Apartment",694,2,2,2,"Manfred Road","London","SW15 2RT"
"2292",2291,"St. Ann's Crescent",742400,"Flat / Apartment",817,2,2,2,"Wandsworth","London","SW18 2LR"
"2293",2292,"Selhurst Close",608000,"Flat / Apartment",695,2,2,2,"","London","SW19 6AZ"
"2294",2293,"Tooting Bec Gardens",672000,"Flat / Apartment",1152,3,3,3,"","London","SW16 1RB"
"2295",2294,"Skysail Building",416000,"Flat / Apartment",500,1,1,1,"210 Poplar High Street","London","E14 0BB"
"2296",2295,"Northways",1273600,"Flat / Apartment",1039,2,2,2,"College Crescent","London","NW3 5DP"
"2297",2296,"Zulu Mews",1273600,"House",1275,2,2,2,"Battersea","London","SW11 2BQ"
"2298",2297,"Pelham Road",1657600,"House",1775,3,3,3,"","London","SW19 1NP"
"2299",2298,"Barmouth Road",1472000,"House",1758,4,4,4,"Wandsworth","London","SW18 2DT"
"2300",2299,"Brocklebank Road",1408000,"House",1432,4,4,4,"Wandsworth","London","SW18 3AT"
"2301",2300,"Killarney Road",716800,"Flat / Apartment",661,2,2,2,"","London","SW18 2DU"
"2302",2301,"Townshend Court",608000,"Flat / Apartment",471,1,1,1,"Shannon Place","London","NW8 7DP"
"2303",2302,"Exchange Building",1408000,"Penthouse",1052,2,2,2," Shoreditch","London","E1 6NQ"
"2304",2303,"Cadogan Square",9280000,"Flat / Apartment",2258,3,3,3,"","London","SW1X 0HU"
"2305",2304,"Kreisel Walk",2169600,"House",1842,4,4,4,"Richmond","Surrey","TW9 3AL"
"2306",2305,"Crogsland Road",639998.72,"Flat / Apartment",464,1,1,1,"Chalk Farm","London","NW1 8AY"
"2307",2306,"Erskine Road",509440,"Flat / Apartment",292,1,1,1,"Primrose Hill","London","NW3 3AJ"
"2308",2307,"Turner Place",1081600,"House",776,2,2,2,"","London","SW11 1EB"
"2309",2308,"Thornhill Grove",2688000,"House",1677,3,3,3,"Islington","London","N1 1JG"
"2310",2309,"Ockendon Road",1785600,"Flat / Apartment",1359,3,3,3,"","London","N1 3NW"
"2311",2310,"Regis Place",1152000,"Flat / Apartment",1013,2,2,2,"10 Llanvanor Road","London","NW2 2AP"
"2312",2311,"Dartmouth Park Road",2368000,"House",1623,3,3,3,"","London","NW5 1SU"
"2313",2312,"Belsize Park Gardens",5760000,"Flat / Apartment",2774,4,4,4,"Belsize Park","London","NW3 4LD"
"2314",2313,"Arnison Road",2112000,"House",2698,5,5,5,"East Molesey","Surrey","KT8 9JF"
"2315",2314,"Manor Drive",1184000,"House",1483,4,4,4,"Esher","Surrey","KT10 0AU"
"2316",2315,"Rosary Gardens",1913600,"Flat / Apartment",868,2,2,2,"","London","SW7 4NN"
"2317",2316,"Carlton Road",1593600,"House",1489,4,4,4,"","London","SW14 7RJ"
"2318",2317,"Bridewell Place",1216000,"Flat / Apartment",1087,3,3,3,"","London","E1W 2PB"
"2319",2318,"Wexford Road",4224000,"House",4415,6,6,6,"","London","SW12 8NH"
"2320",2319,"Dance Square",1024000,"Flat / Apartment",814,2,2,2,"Clerkenwell","London","EC1V 3AL"
"2321",2320,"Vitae",928000,"Flat / Apartment",1023,2,2,2,"","311 Goldhawk Road","W6 0SZ"
"2322",2321,"Rockley Road",3840000,"House",2853,5,5,5,"","London","W14 0DA"
"2323",2322,"Brynmaer Road",3008000,"House",2299,5,5,5,"Battersea","London","SW11 4EN"
"2324",2323,"Kings Gate Walk",2380800,"Flat / Apartment",1174,2,2,2,"Victoria","London","SW1E 6AN"
"2325",2324,"Eccleston Square",1088000,"Flat / Apartment",601,2,2,2," Westminster","London","SW1V 1NS"
"2326",2325,"Horizon Building",832000,"Flat / Apartment",929,2,2,2," Canary Wharf","London","E14 4AW"
"2327",2326,"Fulham Park Gardens",992000,"Flat / Apartment",780,3,3,3,"","London","SW6 4JZ"
"2328",2327,"Arnison Road",3296000,"House",3785,5,5,5,"East Molesey","Surrey","KT8 9JJ"
"2329",2328,"Oxberry Avenue",8e+05,"Flat / Apartment",693,2,2,2,"Fulham","London","SW6 5SP"
"2330",2329,"Barons Walk",1132800,"New development",1175,3,3,3,"Kenninghall Road","London","E5 8DF"
"2331",2330,"Sefton Street",761600,"New development",647,2,2,2,"Putney","London","SW15 1NA"
"2332",2331,"Sefton Street",761600,"New development",657,2,2,2,"Putney","London","SW15 1NA"
"2333",2332,"Sefton Street",691136,"New development",592,2,2,2,"Putney","London","SW15 1NA"
"2334",2333,"Thornton Place",960000,"Flat / Apartment",1420,2,2,2,"Clapham Common North Side","London","SW4 0AB"
"2335",2334,"Willow Bridge Road",2240000,"Flat / Apartment",1203,3,3,3," Islington","London","N1 2LA"
"2336",2335,"Seacon Tower",736000,"Flat / Apartment",701,2,2,2,"5 Hutchings Street","London","E14 8JX"
"2337",2336,"Blandfield Road",1664000,"House",1272,4,4,4,"","London","SW12 8BG"
"2338",2337,"Aumbrey Apartments",832000,"Flat / Apartment",864,3,3,3,"Eastway","London","E9 5HE"
"2339",2338,"St Georges Terrace",3520000,"Flat / Apartment",1471,3,3,3,"Primrose Hill","London","NW1 8XH"
"2340",2339,"Gloucester Avenue",2912000,"Flat / Apartment",1540,3,3,3,"Primrose Hill","London","NW1 8JD"
"2341",2340,"Grosvenor Waterside",1657600,"Flat / Apartment",887,2,2,2,"9 Gatliff Road","London","SW1W 8DQ"
"2342",2341,"Church Road",864000,"Flat / Apartment",863,2,2,2,"Richmond","Surrey","TW10 6LW"
"2343",2342,"Woodwaye",2169600,"House",5242,8,8,8,"","Watford","WD19 4TS"
"2344",2343,"Beauchamp Road",972800,"Flat / Apartment",764,2,2,2,"","London","SW11 1PG"
"2345",2344,"Orlando Road",1088000,"Flat / Apartment",820,2,2,2,"","London","SW4 0LF"
"2346",2345,"Wells Place",1088000,"House",1356,3,3,3,"London","Wandsworth","SW18 3BF"
"2347",2346,"Pudding Lane",4800000,"House",5272,5,5,5,"Chigwell","Essex","IG7 6BY"
"2348",2347,"Station Way",364800,"Flat / Apartment",693,2,2,2,"Buckhurst Hill","Essex","IG9 6LN"
"2349",2348,"Newnham House",601600,"Flat / Apartment",885,2,2,2," Loughton","Essex","IG10 4JH"
"2350",2349,"Graham Road",2016000,"House",1799,4,4,4,"Hackney","London","E8 1BZ"
"2351",2350,"Gaumont Place",8e+05,"New development",667,2,2,2,"","London","SW2 4GD"
"2352",2351,"Rusthall Avenue",2432000,"House",2199,4,4,4,"Chiswick","London","W4 1BS"
"2353",2352,"Cleveland Road",3705600,"House",3334,6,6,6,"Barnes","London","SW13 0AA"
"2354",2353,"Sinclair Road",928000,"Flat / Apartment",748,2,2,2,"","London","W14 0NJ"
"2355",2354,"Television Centre",960000,"Flat / Apartment",580,1,1,1,"101 Wood Lane","London","W12 7FT"
"2356",2355,"Abercrombie Street",1408000,"House",1324,3,3,3,"","London","SW11 2JB"
"2357",2356,"Ransomes Dock",3008000,"Flat / Apartment",2168,3,3,3," Battersea","London","SW11 4NP"
"2358",2357,"Romney House",2752000,"Flat / Apartment",1959,3,3,3,"47 Marsham Street","London","SW1P 3DR"
"2359",2358,"Worple Road",1664000,"House",2346,5,5,5,"Wimbledon","London","SW20 8RQ"
"2360",2359,"Steeple Court",1017600,"Flat / Apartment",1082,2,2,2," Wimbledon","London","SW19 7BP"
"2361",2360,"Cottenham Park Road",1728000,"Flat / Apartment",1888,3,3,3,"Wimbledon","London","SW20 0RZ"
"2362",2361,"Penshurst Road",652800,"Flat / Apartment",721,2,2,2,"","London","E9 7DT"
"2363",2362,"Landmark Court",704000,"Flat / Apartment",469,2,2,2," Marylebone","London","NW1 6SL"
"2364",2363,"Eamont Court",812800,"Flat / Apartment",619,2,2,2,"Eamont Street","London","NW8 7DG"
"2365",2364,"Visage Apartments",857600,"Flat / Apartment",669,1,1,1,"Winchester Road","London","NW3 3NE"
"2366",2365,"Tannery House",864000,"Flat / Apartment",774,1,1,1,"","6 Deal Street","E1 5AG"
"2367",2366,"City Road",1280000,"Flat / Apartment",1173,2,2,2,"Shoreditch","London","EC1V 2NR"
"2368",2367,"First Street",4672000,"House",1616,2,2,2,"","London","SW3 2LD"
"2369",2368,"Grosvenor Road",2560000,"House",1884,5,5,5,"Richmond","Surrey","TW10 6PE"
"2370",2369,"Amerland Road",1376000,"House",1255,3,3,3,"Putney","London","SW18 1PZ"
